transaction_id,product_id,staff_id,customer_id,sales_outlet_id,transaction_date,transaction_time,quantity
74,56,26,5290,5,2019-04-01,08:24:26,2
74,69,26,5290,5,2019-04-01,08:24:26,1
75,26,15,8411,8,2019-04-01,08:24:26,1
76,44,30,5305,5,2019-04-01,08:24:50,1
77,87,42,8126,8,2019-04-01,08:25:34,2
78,30,15,8413,8,2019-04-01,08:25:44,2
79,44,45,8057,8,2019-04-01,08:26:08,1
79,74,45,8057,8,2019-04-01,08:26:08,1
80,56,42,8023,8,2019-04-01,08:29:38,1
81,32,12,5577,5,2019-04-01,08:29:51,2
82,47,30,5398,5,2019-04-01,08:30:00,1
83,40,42,8003,8,2019-04-01,08:31:23,1
84,57,42,8397,8,2019-04-01,08:31:56,1
85,61,45,8443,8,2019-04-01,08:32:01,2
86,61,45,8180,8,2019-04-01,08:32:31,1
87,61,45,8086,8,2019-04-01,08:33:04,2
88,43,26,5691,5,2019-04-01,08:33:08,1
88,76,26,5691,5,2019-04-01,08:33:08,1
89,30,15,8373,8,2019-04-01,08:34:14,2
89,74,15,8373,8,2019-04-01,08:34:14,1
90,45,12,5401,5,2019-04-01,08:35:03,2
90,71,12,5401,5,2019-04-01,08:35:03,1
91,22,15,8168,8,2019-04-01,08:35:26,2
92,87,26,5680,5,2019-04-01,08:37:40,1
92,70,26,5680,5,2019-04-01,08:37:40,1
93,54,30,5601,5,2019-04-01,08:39:30,2
94,41,26,5607,5,2019-04-01,08:40:04,2
95,39,45,8397,8,2019-04-01,08:41:23,1
95,75,45,8397,8,2019-04-01,08:41:23,1
96,45,45,8207,8,2019-04-01,08:41:27,2
97,25,12,5384,5,2019-04-01,08:41:53,2
98,40,45,8278,8,2019-04-01,08:41:57,2
99,24,12,5782,5,2019-04-01,08:42:00,2
100,54,42,8355,8,2019-04-01,08:44:31,1
101,53,42,8236,8,2019-04-01,08:44:43,2
102,24,30,5895,5,2019-04-01,08:45:52,2
102,77,30,5895,5,2019-04-01,08:45:52,1
103,24,15,8324,8,2019-04-01,08:46:53,1
104,23,12,5066,5,2019-04-01,08:47:03,1
105,56,45,8282,8,2019-04-01,08:48:36,2
106,38,26,5598,5,2019-04-01,08:48:48,1
106,75,26,5598,5,2019-04-01,08:48:48,1
107,34,30,5511,5,2019-04-01,08:49:47,1
108,57,12,5346,5,2019-04-01,08:51:38,2
109,38,45,8400,8,2019-04-01,08:52:03,1
110,25,12,5543,5,2019-04-01,08:52:12,2
111,26,26,5924,5,2019-04-01,08:52:32,1
112,23,42,8490,8,2019-04-01,08:52:58,1
113,27,12,5721,5,2019-04-01,08:54:33,2
114,33,15,8490,8,2019-04-01,08:54:51,1
115,39,30,5105,5,2019-04-01,08:55:25,2
116,36,12,5453,5,2019-04-01,08:56:14,1
117,29,12,5896,5,2019-04-01,08:56:27,2
118,50,26,5055,5,2019-04-01,08:56:33,1
119,54,45,8398,8,2019-04-01,08:57:46,1
120,44,12,5140,5,2019-04-01,08:58:04,2
121,26,30,5317,5,2019-04-01,08:58:55,1
122,22,30,5803,5,2019-04-01,08:58:56,2
123,47,42,8501,8,2019-04-01,08:59:35,2
124,55,30,5391,5,2019-04-01,09:00:12,1
125,40,42,8164,8,2019-04-01,09:00:24,2
126,35,45,8247,8,2019-04-01,09:00:55,2
127,34,45,8080,8,2019-04-01,09:03:03,2
128,55,12,5303,5,2019-04-01,09:03:14,2
129,36,26,5044,5,2019-04-01,09:03:57,2
129,76,26,5044,5,2019-04-01,09:03:57,1
130,42,42,8434,8,2019-04-01,09:05:11,1
131,45,15,8007,8,2019-04-01,09:07:13,1
132,36,12,5863,5,2019-04-01,09:07:33,1
133,45,45,8348,8,2019-04-01,09:08:09,2
134,24,45,8176,8,2019-04-01,09:08:13,1
135,42,30,5608,5,2019-04-01,09:08:44,2
136,50,45,8457,8,2019-04-01,09:08:52,2
137,53,42,8109,8,2019-04-01,09:10:04,2
138,25,30,5385,5,2019-04-01,09:10:08,1
139,60,12,5445,5,2019-04-01,09:10:30,2
139,78,12,5445,5,2019-04-01,09:10:30,1
140,38,26,5259,5,2019-04-01,09:10:35,2
141,54,26,5674,5,2019-04-01,09:10:56,1
142,56,30,5418,5,2019-04-01,09:11:06,1
142,77,30,5418,5,2019-04-01,09:11:06,1
143,33,30,5550,5,2019-04-01,09:11:21,2
144,44,30,5602,5,2019-04-01,09:13:01,1
145,56,26,5806,5,2019-04-01,09:13:15,2
146,48,26,5061,5,2019-04-01,09:14:16,1
147,23,42,8118,8,2019-04-01,09:14:17,1
148,46,42,8448,8,2019-04-01,09:14:25,1
149,32,42,8350,8,2019-04-01,09:14:41,1
150,47,12,5538,5,2019-04-01,09:15:09,2
151,43,26,5902,5,2019-04-01,09:15:13,2
152,36,15,8485,8,2019-04-01,09:15:14,2
153,54,12,5301,5,2019-04-01,09:16:51,1
154,25,30,5827,5,2019-04-01,09:19:21,2
155,59,15,8197,8,2019-04-01,09:19:26,1
156,45,26,5888,5,2019-04-01,09:19:27,1
157,37,30,5257,5,2019-04-01,09:20:36,2
158,26,45,8330,8,2019-04-01,09:20:54,2
159,38,26,5539,5,2019-04-01,09:21:08,1
160,59,30,5891,5,2019-04-01,09:21:10,1
161,54,15,8489,8,2019-04-01,09:21:13,2
162,40,12,5581,5,2019-04-01,09:21:45,2
163,45,15,8436,8,2019-04-01,09:22:17,1
164,50,12,5910,5,2019-04-01,09:22:18,2
165,34,12,5141,5,2019-04-01,09:22:46,1
166,26,12,5825,5,2019-04-01,09:22:56,2
167,60,12,5528,5,2019-04-01,09:23:33,1
168,34,45,8481,8,2019-04-01,09:26:43,2
169,34,12,5144,5,2019-04-01,09:28:40,2
170,44,12,5792,5,2019-04-01,09:29:34,2
171,36,42,8267,8,2019-04-01,09:29:56,2
171,74,42,8267,8,2019-04-01,09:29:56,1
172,53,15,8146,8,2019-04-01,09:29:57,1
173,52,42,8322,8,2019-04-01,09:31:05,2
173,72,42,8322,8,2019-04-01,09:31:05,1
174,27,15,8204,8,2019-04-01,09:31:33,1
175,45,30,5652,5,2019-04-01,09:32:07,2
176,57,45,8458,8,2019-04-01,09:32:52,2
177,39,45,8065,8,2019-04-01,09:32:58,1
178,40,42,8159,8,2019-04-01,09:34:11,2
179,41,45,8183,8,2019-04-01,09:34:17,2
180,60,26,5528,5,2019-04-01,09:34:47,2
181,48,26,5237,5,2019-04-01,09:34:55,2
181,76,26,5237,5,2019-04-01,09:34:55,1
182,61,45,8376,8,2019-04-01,09:34:59,2
183,51,12,5044,5,2019-04-01,09:35:48,2
184,37,12,5515,5,2019-04-01,09:37:37,1
185,41,12,5439,5,2019-04-01,09:40:13,1
186,23,15,8264,8,2019-04-01,09:40:44,1
187,61,26,5687,5,2019-04-01,09:40:46,1
188,49,45,8140,8,2019-04-01,09:41:11,1
189,61,12,5932,5,2019-04-01,09:41:12,1
190,45,12,5138,5,2019-04-01,09:41:22,2
190,79,12,5138,5,2019-04-01,09:41:22,1
191,55,12,5915,5,2019-04-01,09:41:24,1
192,34,26,5015,5,2019-04-01,09:41:37,1
193,47,15,8080,8,2019-04-01,09:42:00,1
194,50,26,5282,5,2019-04-01,09:43:24,2
195,56,26,5901,5,2019-04-01,09:43:39,2
196,54,30,5878,5,2019-04-01,09:44:20,2
197,24,30,5158,5,2019-04-01,09:44:46,1
198,50,42,8377,8,2019-04-01,09:46:29,1
199,37,30,5136,5,2019-04-01,09:46:46,2
200,40,42,8467,8,2019-04-01,09:47:40,2
201,30,15,8028,8,2019-04-01,09:48:03,1
202,26,12,5020,5,2019-04-01,09:49:19,2
202,72,12,5020,5,2019-04-01,09:49:19,1
203,29,15,8181,8,2019-04-01,09:49:33,2
204,37,12,5415,5,2019-04-01,09:50:44,2
204,69,12,5415,5,2019-04-01,09:50:44,1
205,26,12,5144,5,2019-04-01,09:51:15,2
206,50,12,5285,5,2019-04-01,09:52:58,1
207,47,45,8075,8,2019-04-01,09:53:28,1
208,40,45,8310,8,2019-04-01,09:53:44,2
208,72,45,8310,8,2019-04-01,09:53:44,1
209,35,15,8159,8,2019-04-01,09:53:49,1
210,23,12,5610,5,2019-04-01,09:54:46,1
211,60,26,5566,5,2019-04-01,09:55:02,1
211,70,26,5566,5,2019-04-01,09:55:02,1
212,43,12,5561,5,2019-04-01,09:55:16,2
213,58,15,8409,8,2019-04-01,09:55:25,1
214,59,42,8066,8,2019-04-01,09:55:52,1
215,22,42,8471,8,2019-04-01,09:56:30,1
216,25,45,8455,8,2019-04-01,09:57:34,1
217,33,42,8173,8,2019-04-01,09:57:45,2
218,46,12,5103,5,2019-04-01,09:58:02,2
219,47,12,5750,5,2019-04-01,09:59:02,2
220,35,42,8195,8,2019-04-01,10:00:03,1
221,32,45,8219,8,2019-04-01,10:00:39,2
222,49,15,8225,8,2019-04-01,10:01:49,1
223,36,42,8443,8,2019-04-01,10:03:55,2
224,61,12,5272,5,2019-04-01,10:05:01,2
225,27,45,8291,8,2019-04-01,10:09:04,2
225,71,45,8291,8,2019-04-01,10:09:04,1
226,61,26,5630,5,2019-04-01,10:10:11,1
227,44,45,8418,8,2019-04-01,10:11:18,2
228,46,30,5726,5,2019-04-01,10:13:35,1
229,53,26,5663,5,2019-04-01,10:13:58,1
230,54,45,8131,8,2019-04-01,10:14:30,1
231,26,30,5071,5,2019-04-01,10:14:49,1
231,71,30,5071,5,2019-04-01,10:14:49,1
232,32,30,5916,5,2019-04-01,10:16:30,2
233,54,45,8007,8,2019-04-01,10:16:33,1
234,41,15,8445,8,2019-04-01,10:18:14,2
235,33,45,8234,8,2019-04-01,10:18:21,2
236,25,26,5619,5,2019-04-01,10:18:52,2
237,23,26,5419,5,2019-04-01,10:19:42,2
238,31,30,5078,5,2019-04-01,10:20:41,1
239,40,30,5134,5,2019-04-01,10:21:01,1
240,22,26,5806,5,2019-04-01,10:22:06,1
240,77,26,5806,5,2019-04-01,10:22:06,1
241,48,15,8397,8,2019-04-01,10:23:01,2
242,36,26,5056,5,2019-04-01,10:23:49,2
243,54,42,8012,8,2019-04-01,10:24:19,1
244,55,15,8121,8,2019-04-01,10:24:35,1
245,24,15,8032,8,2019-04-01,10:24:39,1
246,56,42,8445,8,2019-04-01,10:25:22,2
247,58,26,5073,5,2019-04-01,10:25:45,2
247,74,26,5073,5,2019-04-01,10:25:45,1
248,29,45,8081,8,2019-04-01,10:27:34,1
248,77,45,8081,8,2019-04-01,10:27:34,1
249,47,15,8458,8,2019-04-01,10:27:48,2
250,47,12,5175,5,2019-04-01,10:28:40,1
251,40,30,5047,5,2019-04-01,10:29:07,1
251,79,30,5047,5,2019-04-01,10:29:07,1
252,35,30,5384,5,2019-04-01,10:30:07,1
252,70,30,5384,5,2019-04-01,10:30:07,1
253,32,30,5291,5,2019-04-01,10:31:15,1
254,43,26,5881,5,2019-04-01,10:33:05,2
255,48,30,5710,5,2019-04-01,10:34:17,2
256,57,42,8489,8,2019-04-01,10:34:22,2
257,41,15,8366,8,2019-04-01,10:35:05,2
258,43,30,5029,5,2019-04-01,10:35:38,2
259,39,26,5930,5,2019-04-01,10:35:40,1
260,60,45,8059,8,2019-04-01,10:35:47,1
261,28,15,8043,8,2019-04-01,10:38:12,1
262,57,45,8448,8,2019-04-01,10:38:16,1
262,69,45,8448,8,2019-04-01,10:38:16,1
263,60,42,8257,8,2019-04-01,10:39:40,2
264,34,15,8446,8,2019-04-01,10:39:45,2
265,26,12,5252,5,2019-04-01,10:41:35,1
265,69,12,5252,5,2019-04-01,10:41:35,1
266,46,15,8314,8,2019-04-01,10:41:38,2
267,59,12,5392,5,2019-04-01,10:41:53,1
268,52,45,8242,8,2019-04-01,10:43:07,2
269,49,45,8150,8,2019-04-01,10:43:23,1
270,36,42,8266,8,2019-04-01,10:45:36,1
271,52,45,8399,8,2019-04-01,10:46:20,1
272,33,26,5694,5,2019-04-01,10:47:02,2
273,36,30,5531,5,2019-04-01,10:47:53,2
274,51,15,8036,8,2019-04-01,10:49:13,2
275,61,30,5394,5,2019-04-01,10:49:51,2
276,47,30,5746,5,2019-04-01,10:51:17,1
277,59,30,5063,5,2019-04-01,10:51:23,2
278,54,15,8001,8,2019-04-01,10:51:35,1
279,60,15,8036,8,2019-04-01,10:51:49,1
279,77,15,8036,8,2019-04-01,10:51:49,1
280,23,42,8488,8,2019-04-01,10:52:44,2
280,73,42,8488,8,2019-04-01,10:52:44,1
281,32,26,5890,5,2019-04-01,10:55:08,1
281,73,26,5890,5,2019-04-01,10:55:08,1
282,38,12,5233,5,2019-04-01,10:56:14,1
282,76,12,5233,5,2019-04-01,10:56:14,1
283,48,45,8003,8,2019-04-01,10:59:37,1
284,22,12,480,3,2019-04-01,11:01:48,1
285,45,26,5794,5,2019-04-01,11:01:48,2
285,72,26,5794,5,2019-04-01,11:01:48,1
286,38,17,580,3,2019-04-01,11:01:58,1
286,75,17,580,3,2019-04-01,11:01:58,1
287,55,12,369,3,2019-04-01,11:02:36,2
288,47,12,5559,5,2019-04-01,11:03:25,2
288,75,12,5559,5,2019-04-01,11:03:25,1
289,26,12,507,3,2019-04-01,11:04:07,1
290,39,15,8406,8,2019-04-01,11:04:32,2
291,31,17,447,3,2019-04-01,11:05:21,2
292,57,12,5546,5,2019-04-01,11:06:13,1
292,71,12,5546,5,2019-04-01,11:06:13,1
293,54,30,5485,5,2019-04-01,11:07:09,1
294,23,45,8325,8,2019-04-01,11:07:10,1
295,59,17,486,3,2019-04-01,11:08:11,1
296,51,15,8113,8,2019-04-01,11:08:59,2
297,59,12,289,3,2019-04-01,11:09:01,1
298,40,17,264,3,2019-04-01,11:10:04,1
299,47,17,172,3,2019-04-01,11:10:21,1
299,79,17,172,3,2019-04-01,11:10:21,1
300,22,26,5644,5,2019-04-01,11:10:45,1
300,70,26,5644,5,2019-04-01,11:10:45,1
301,46,17,335,3,2019-04-01,11:10:58,1
302,43,12,607,3,2019-04-01,11:12:29,1
303,22,17,349,3,2019-04-01,11:12:39,2
304,41,45,8192,8,2019-04-01,11:13:00,1
305,52,12,456,3,2019-04-01,11:14:07,1
306,52,17,212,3,2019-04-01,11:14:45,2
307,42,17,393,3,2019-04-01,11:15:02,1
307,78,17,393,3,2019-04-01,11:15:02,1
308,54,17,736,3,2019-04-01,11:15:17,2
309,54,17,318,3,2019-04-01,11:15:33,1
310,52,12,22,3,2019-04-01,11:15:38,1
311,45,12,244,3,2019-04-01,11:16:02,2
312,87,30,5618,5,2019-04-01,11:16:30,1
313,41,42,8146,8,2019-04-01,11:16:36,2
314,47,15,8227,8,2019-04-01,11:16:40,2
315,25,42,8424,8,2019-04-01,11:16:43,2
316,51,17,776,3,2019-04-01,11:17:40,2
317,60,45,8011,8,2019-04-01,11:19:33,1
317,73,45,8011,8,2019-04-01,11:19:33,1
318,54,45,8298,8,2019-04-01,11:21:00,2
319,51,26,5480,5,2019-04-01,11:21:04,2
320,47,12,5515,5,2019-04-01,11:21:05,1
321,40,45,8061,8,2019-04-01,11:21:10,1
322,60,12,38,3,2019-04-01,11:21:14,1
323,40,15,8410,8,2019-04-01,11:21:47,2
324,38,42,8130,8,2019-04-01,11:22:50,2
325,31,15,8381,8,2019-04-01,11:23:01,1
326,59,45,8190,8,2019-04-01,11:23:13,2
326,76,45,8190,8,2019-04-01,11:23:13,1
327,38,12,5230,5,2019-04-01,11:23:23,2
328,60,12,5055,5,2019-04-01,11:23:43,2
328,77,12,5055,5,2019-04-01,11:23:43,1
329,38,42,8074,8,2019-04-01,11:24:22,2
330,49,17,188,3,2019-04-01,11:25:35,2
331,40,26,5822,5,2019-04-01,11:25:37,2
332,49,17,600,3,2019-04-01,11:26:24,2
333,33,30,5221,5,2019-04-01,11:26:42,1
334,49,17,344,3,2019-04-01,11:27:00,1
335,31,12,189,3,2019-04-01,11:27:06,2
336,44,42,8359,8,2019-04-01,11:28:15,2
337,22,12,402,3,2019-04-01,11:28:20,1
338,33,17,248,3,2019-04-01,11:28:29,2
339,32,12,53,3,2019-04-01,11:28:50,2
340,56,12,5403,5,2019-04-01,11:29:25,2
341,42,15,8139,8,2019-04-01,11:29:26,2
342,57,45,8267,8,2019-04-01,11:29:45,2
343,35,42,8267,8,2019-04-01,11:29:57,2
343,78,42,8267,8,2019-04-01,11:29:57,1
344,30,12,190,3,2019-04-01,11:30:18,2
345,23,42,8398,8,2019-04-01,11:30:22,1
346,24,12,526,3,2019-04-01,11:30:49,2
347,32,26,5510,5,2019-04-01,11:30:55,1
348,24,45,8446,8,2019-04-01,11:31:35,1
349,51,30,5789,5,2019-04-01,11:31:43,2
349,72,30,5789,5,2019-04-01,11:31:43,1
350,54,12,5582,5,2019-04-01,11:31:53,2
350,75,12,5582,5,2019-04-01,11:31:53,1
351,31,12,565,3,2019-04-01,11:32:46,2
352,45,15,8024,8,2019-04-01,11:33:08,2
353,50,45,8382,8,2019-04-01,11:33:27,1
354,45,12,146,3,2019-04-01,11:33:29,1
354,74,12,146,3,2019-04-01,11:33:29,1
355,57,15,8131,8,2019-04-01,11:33:57,2
355,74,15,8131,8,2019-04-01,11:33:57,1
356,30,42,8030,8,2019-04-01,11:34:36,2
357,31,15,8144,8,2019-04-01,11:35:14,1
358,52,12,111,3,2019-04-01,11:35:18,2
359,40,17,571,3,2019-04-01,11:36:00,2
360,55,17,654,3,2019-04-01,11:36:56,1
361,61,45,8073,8,2019-04-01,11:38:57,2
362,60,26,5226,5,2019-04-01,11:39:14,1
362,71,26,5226,5,2019-04-01,11:39:14,1
363,33,42,8289,8,2019-04-01,11:39:24,2
364,42,42,8347,8,2019-04-01,11:39:28,2
365,56,45,8029,8,2019-04-01,11:39:30,1
366,27,12,5266,5,2019-04-01,11:39:44,2
366,74,12,5266,5,2019-04-01,11:39:44,1
367,55,42,8473,8,2019-04-01,11:40:02,1
368,32,12,441,3,2019-04-01,11:40:10,1
369,61,12,534,3,2019-04-01,11:40:20,1
370,47,17,595,3,2019-04-01,11:40:20,1
371,52,12,7,3,2019-04-01,11:40:26,2
372,32,42,8386,8,2019-04-01,11:41:11,1
373,57,17,794,3,2019-04-01,11:41:19,1
374,40,12,42,3,2019-04-01,11:41:37,2
375,57,17,686,3,2019-04-01,11:41:46,2
376,46,30,5716,5,2019-04-01,11:42:44,1
377,25,17,694,3,2019-04-01,11:43:57,2
378,38,12,5343,5,2019-04-01,11:44:09,1
379,58,17,688,3,2019-04-01,11:44:29,2
380,56,12,773,3,2019-04-01,11:44:31,1
381,33,45,8189,8,2019-04-01,11:45:06,2
382,51,12,284,3,2019-04-01,11:45:11,2
383,39,30,5545,5,2019-04-01,11:45:43,1
384,51,26,5154,5,2019-04-01,11:45:44,2
385,27,42,8307,8,2019-04-01,11:45:54,2
386,47,15,8303,8,2019-04-01,11:46:35,2
387,30,12,639,3,2019-04-01,11:47:13,1
388,48,45,8304,8,2019-04-01,11:47:45,2
389,23,17,199,3,2019-04-01,11:47:57,1
389,69,17,199,3,2019-04-01,11:47:57,1
390,35,26,5193,5,2019-04-01,11:48:09,2
390,79,26,5193,5,2019-04-01,11:48:09,1
391,50,15,8480,8,2019-04-01,11:48:56,2
392,38,17,189,3,2019-04-01,11:49:29,2
393,54,12,186,3,2019-04-01,11:49:37,1
394,54,15,8219,8,2019-04-01,11:49:42,1
394,72,15,8219,8,2019-04-01,11:49:42,1
395,26,12,549,3,2019-04-01,11:50:16,2
396,36,17,222,3,2019-04-01,11:50:23,2
397,45,12,5614,5,2019-04-01,11:50:58,2
398,33,42,8140,8,2019-04-01,11:51:30,2
399,48,30,5597,5,2019-04-01,11:51:41,2
400,58,12,189,3,2019-04-01,11:52:08,1
401,57,26,5131,5,2019-04-01,11:52:31,1
402,53,12,5142,5,2019-04-01,11:53:13,2
403,37,15,8333,8,2019-04-01,11:53:45,2
403,69,15,8333,8,2019-04-01,11:53:45,1
404,58,42,8383,8,2019-04-01,11:53:59,2
405,34,30,5926,5,2019-04-01,11:54:30,1
406,23,30,5096,5,2019-04-01,11:54:38,1
407,49,26,5035,5,2019-04-01,11:54:39,1
408,56,12,783,3,2019-04-01,11:54:56,2
409,59,30,5712,5,2019-04-01,11:55:07,2
410,39,15,8319,8,2019-04-01,11:55:20,2
411,52,12,5705,5,2019-04-01,11:56:07,2
412,51,15,8209,8,2019-04-01,11:57:05,2
413,37,12,693,3,2019-04-01,11:57:17,2
414,58,30,5079,5,2019-04-01,11:57:17,1
415,52,26,5876,5,2019-04-01,11:57:28,2
416,50,17,257,3,2019-04-01,11:57:59,1
416,79,17,257,3,2019-04-01,11:57:59,1
417,60,17,599,3,2019-04-01,11:58:15,2
418,52,17,391,3,2019-04-01,11:59:48,2
419,29,12,5469,5,2019-04-01,12:00:20,1
420,34,15,8202,8,2019-04-01,12:00:34,2
420,73,15,8202,8,2019-04-01,12:00:34,1
421,49,12,180,3,2019-04-01,12:01:00,2
422,35,12,8,3,2019-04-01,12:01:20,2
422,75,12,8,3,2019-04-01,12:01:20,1
423,26,15,8221,8,2019-04-01,12:01:39,2
424,30,26,5402,5,2019-04-01,12:01:55,2
425,36,42,8365,8,2019-04-01,12:03:09,1
426,47,42,8367,8,2019-04-01,12:03:38,1
427,44,17,477,3,2019-04-01,12:03:43,1
428,43,45,8361,8,2019-04-01,12:04:07,2
429,29,12,5325,5,2019-04-01,12:04:14,2
429,70,12,5325,5,2019-04-01,12:04:14,1
430,27,15,8042,8,2019-04-01,12:04:22,2
431,47,17,563,3,2019-04-01,12:04:37,2
432,52,12,558,3,2019-04-01,12:04:43,1
433,48,12,331,3,2019-04-01,12:05:26,2
434,52,12,659,3,2019-04-01,12:05:31,2
435,46,30,5904,5,2019-04-01,12:06:29,1
436,39,26,5737,5,2019-04-01,12:07:15,2
437,24,42,8147,8,2019-04-01,12:07:42,1
438,58,12,161,3,2019-04-01,12:07:59,1
439,27,45,8406,8,2019-04-01,12:08:11,1
440,43,30,5103,5,2019-04-01,12:08:21,1
441,52,12,774,3,2019-04-01,12:08:36,1
441,69,12,774,3,2019-04-01,12:08:36,1
442,35,42,8245,8,2019-04-01,12:08:36,1
443,87,15,8042,8,2019-04-01,12:09:04,1
444,28,17,521,3,2019-04-01,12:09:11,2
445,50,15,8466,8,2019-04-01,12:09:12,2
446,26,17,299,3,2019-04-01,12:09:46,2
447,49,45,8404,8,2019-04-01,12:09:48,2
448,33,12,5786,5,2019-04-01,12:10:38,2
449,25,42,8343,8,2019-04-01,12:11:04,2
450,27,26,5685,5,2019-04-01,12:11:41,1
450,69,26,5685,5,2019-04-01,12:11:41,1
451,34,17,662,3,2019-04-01,12:12:21,2
451,71,17,662,3,2019-04-01,12:12:21,1
452,42,12,328,3,2019-04-01,12:13:07,1
453,38,30,5940,5,2019-04-01,12:13:07,2
454,59,45,8194,8,2019-04-01,12:13:41,1
455,36,45,8019,8,2019-04-01,12:13:42,1
456,35,42,8429,8,2019-04-01,12:14:26,2
457,50,12,659,3,2019-04-01,12:15:02,2
458,33,30,5354,5,2019-04-01,12:16:19,2
459,24,42,8263,8,2019-04-01,12:16:59,1
460,50,45,8449,8,2019-04-01,12:17:38,2
461,25,26,5324,5,2019-04-01,12:18:07,2
462,38,17,706,3,2019-04-01,12:18:27,1
463,49,12,692,3,2019-04-01,12:18:44,2
464,61,15,8279,8,2019-04-01,12:19:10,2
465,54,17,783,3,2019-04-01,12:20:08,2
466,60,17,384,3,2019-04-01,12:20:16,2
467,25,12,52,3,2019-04-01,12:20:37,1
