transaction_id,product_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,quantity
99,24,2019-04-01,08:42:00,5,12,5782,2
100,54,2019-04-01,08:44:31,8,42,8355,1
101,53,2019-04-01,08:44:43,8,42,8236,2
102,24,2019-04-01,08:45:52,5,30,5895,2
102,77,2019-04-01,08:45:52,5,30,5895,1
103,24,2019-04-01,08:46:53,8,15,8324,1
104,23,2019-04-01,08:47:03,5,12,5066,1
105,56,2019-04-01,08:48:36,8,45,8282,2
106,38,2019-04-01,08:48:48,5,26,5598,1
106,75,2019-04-01,08:48:48,5,26,5598,1
107,34,2019-04-01,08:49:47,5,30,5511,1
108,57,2019-04-01,08:51:38,5,12,5346,2
109,38,2019-04-01,08:52:03,8,45,8400,1
110,25,2019-04-01,08:52:12,5,12,5543,2
111,26,2019-04-01,08:52:32,5,26,5924,1
112,23,2019-04-01,08:52:58,8,42,8490,1
113,27,2019-04-01,08:54:33,5,12,5721,2
114,33,2019-04-01,08:54:51,8,15,8490,1
115,39,2019-04-01,08:55:25,5,30,5105,2
116,36,2019-04-01,08:56:14,5,12,5453,1
117,29,2019-04-01,08:56:27,5,12,5896,2
118,50,2019-04-01,08:56:33,5,26,5055,1
119,54,2019-04-01,08:57:46,8,45,8398,1
120,44,2019-04-01,08:58:04,5,12,5140,2
121,26,2019-04-01,08:58:55,5,30,5317,1
122,22,2019-04-01,08:58:56,5,30,5803,2
123,47,2019-04-01,08:59:35,8,42,8501,2
124,55,2019-04-01,09:00:12,5,30,5391,1
125,40,2019-04-01,09:00:24,8,42,8164,2
126,35,2019-04-01,09:00:55,8,45,8247,2
127,34,2019-04-01,09:03:03,8,45,8080,2
128,55,2019-04-01,09:03:14,5,12,5303,2
129,36,2019-04-01,09:03:57,5,26,5044,2
129,76,2019-04-01,09:03:57,5,26,5044,1
130,42,2019-04-01,09:05:11,8,42,8434,1
131,45,2019-04-01,09:07:13,8,15,8007,1
132,36,2019-04-01,09:07:33,5,12,5863,1
133,45,2019-04-01,09:08:09,8,45,8348,2
134,24,2019-04-01,09:08:13,8,45,8176,1
135,42,2019-04-01,09:08:44,5,30,5608,2
136,50,2019-04-01,09:08:52,8,45,8457,2
137,53,2019-04-01,09:10:04,8,42,8109,2
138,25,2019-04-01,09:10:08,5,30,5385,1
139,60,2019-04-01,09:10:30,5,12,5445,2
139,78,2019-04-01,09:10:30,5,12,5445,1
140,38,2019-04-01,09:10:35,5,26,5259,2
141,54,2019-04-01,09:10:56,5,26,5674,1
142,56,2019-04-01,09:11:06,5,30,5418,1
142,77,2019-04-01,09:11:06,5,30,5418,1
143,33,2019-04-01,09:11:21,5,30,5550,2
144,44,2019-04-01,09:13:01,5,30,5602,1
145,56,2019-04-01,09:13:15,5,26,5806,2
146,48,2019-04-01,09:14:16,5,26,5061,1
147,23,2019-04-01,09:14:17,8,42,8118,1
148,46,2019-04-01,09:14:25,8,42,8448,1
149,32,2019-04-01,09:14:41,8,42,8350,1
150,47,2019-04-01,09:15:09,5,12,5538,2
151,43,2019-04-01,09:15:13,5,26,5902,2
152,36,2019-04-01,09:15:14,8,15,8485,2
153,54,2019-04-01,09:16:51,5,12,5301,1
154,25,2019-04-01,09:19:21,5,30,5827,2
155,59,2019-04-01,09:19:26,8,15,8197,1
156,45,2019-04-01,09:19:27,5,26,5888,1
157,37,2019-04-01,09:20:36,5,30,5257,2
158,26,2019-04-01,09:20:54,8,45,8330,2
159,38,2019-04-01,09:21:08,5,26,5539,1
160,59,2019-04-01,09:21:10,5,30,5891,1
161,54,2019-04-01,09:21:13,8,15,8489,2
162,40,2019-04-01,09:21:45,5,12,5581,2
163,45,2019-04-01,09:22:17,8,15,8436,1
164,50,2019-04-01,09:22:18,5,12,5910,2
165,34,2019-04-01,09:22:46,5,12,5141,1
166,26,2019-04-01,09:22:56,5,12,5825,2
167,60,2019-04-01,09:23:33,5,12,5528,1
168,34,2019-04-01,09:26:43,8,45,8481,2
169,34,2019-04-01,09:28:40,5,12,5144,2
170,44,2019-04-01,09:29:34,5,12,5792,2
171,36,2019-04-01,09:29:56,8,42,8267,2
171,74,2019-04-01,09:29:56,8,42,8267,1
172,53,2019-04-01,09:29:57,8,15,8146,1
173,52,2019-04-01,09:31:05,8,42,8322,2
173,72,2019-04-01,09:31:05,8,42,8322,1
174,27,2019-04-01,09:31:33,8,15,8204,1
175,45,2019-04-01,09:32:07,5,30,5652,2
176,57,2019-04-01,09:32:52,8,45,8458,2
177,39,2019-04-01,09:32:58,8,45,8065,1
178,40,2019-04-01,09:34:11,8,42,8159,2
179,41,2019-04-01,09:34:17,8,45,8183,2
180,60,2019-04-01,09:34:47,5,26,5528,2
181,48,2019-04-01,09:34:55,5,26,5237,2
181,76,2019-04-01,09:34:55,5,26,5237,1
182,61,2019-04-01,09:34:59,8,45,8376,2
183,51,2019-04-01,09:35:48,5,12,5044,2
184,37,2019-04-01,09:37:37,5,12,5515,1
185,41,2019-04-01,09:40:13,5,12,5439,1
186,23,2019-04-01,09:40:44,8,15,8264,1
187,61,2019-04-01,09:40:46,5,26,5687,1
188,49,2019-04-01,09:41:11,8,45,8140,1
189,61,2019-04-01,09:41:12,5,12,5932,1
190,45,2019-04-01,09:41:22,5,12,5138,2
190,79,2019-04-01,09:41:22,5,12,5138,1
191,55,2019-04-01,09:41:24,5,12,5915,1
192,34,2019-04-01,09:41:37,5,26,5015,1
193,47,2019-04-01,09:42:00,8,15,8080,1
194,50,2019-04-01,09:43:24,5,26,5282,2
195,56,2019-04-01,09:43:39,5,26,5901,2
196,54,2019-04-01,09:44:20,5,30,5878,2
197,24,2019-04-01,09:44:46,5,30,5158,1
198,50,2019-04-01,09:46:29,8,42,8377,1
199,37,2019-04-01,09:46:46,5,30,5136,2
200,40,2019-04-01,09:47:40,8,42,8467,2
201,30,2019-04-01,09:48:03,8,15,8028,1
202,26,2019-04-01,09:49:19,5,12,5020,2
202,72,2019-04-01,09:49:19,5,12,5020,1
203,29,2019-04-01,09:49:33,8,15,8181,2
204,37,2019-04-01,09:50:44,5,12,5415,2
204,69,2019-04-01,09:50:44,5,12,5415,1
205,26,2019-04-01,09:51:15,5,12,5144,2
206,50,2019-04-01,09:52:58,5,12,5285,1
207,47,2019-04-01,09:53:28,8,45,8075,1
208,40,2019-04-01,09:53:44,8,45,8310,2
208,72,2019-04-01,09:53:44,8,45,8310,1
209,35,2019-04-01,09:53:49,8,15,8159,1
210,23,2019-04-01,09:54:46,5,12,5610,1
211,60,2019-04-01,09:55:02,5,26,5566,1
211,70,2019-04-01,09:55:02,5,26,5566,1
212,43,2019-04-01,09:55:16,5,12,5561,2
213,58,2019-04-01,09:55:25,8,15,8409,1
214,59,2019-04-01,09:55:52,8,42,8066,1
215,22,2019-04-01,09:56:30,8,42,8471,1
216,25,2019-04-01,09:57:34,8,45,8455,1
217,33,2019-04-01,09:57:45,8,42,8173,2
218,46,2019-04-01,09:58:02,5,12,5103,2
219,47,2019-04-01,09:59:02,5,12,5750,2
220,35,2019-04-01,10:00:03,8,42,8195,1
221,32,2019-04-01,10:00:39,8,45,8219,2
222,49,2019-04-01,10:01:49,8,15,8225,1
223,36,2019-04-01,10:03:55,8,42,8443,2
224,61,2019-04-01,10:05:01,5,12,5272,2
225,27,2019-04-01,10:09:04,8,45,8291,2
225,71,2019-04-01,10:09:04,8,45,8291,1
226,61,2019-04-01,10:10:11,5,26,5630,1
227,44,2019-04-01,10:11:18,8,45,8418,2
228,46,2019-04-01,10:13:35,5,30,5726,1
229,53,2019-04-01,10:13:58,5,26,5663,1
230,54,2019-04-01,10:14:30,8,45,8131,1
231,26,2019-04-01,10:14:49,5,30,5071,1
231,71,2019-04-01,10:14:49,5,30,5071,1
232,32,2019-04-01,10:16:30,5,30,5916,2
233,54,2019-04-01,10:16:33,8,45,8007,1
234,41,2019-04-01,10:18:14,8,15,8445,2
235,33,2019-04-01,10:18:21,8,45,8234,2
236,25,2019-04-01,10:18:52,5,26,5619,2
237,23,2019-04-01,10:19:42,5,26,5419,2
238,31,2019-04-01,10:20:41,5,30,5078,1
239,40,2019-04-01,10:21:01,5,30,5134,1
240,22,2019-04-01,10:22:06,5,26,5806,1
240,77,2019-04-01,10:22:06,5,26,5806,1
241,48,2019-04-01,10:23:01,8,15,8397,2
242,36,2019-04-01,10:23:49,5,26,5056,2
243,54,2019-04-01,10:24:19,8,42,8012,1
244,55,2019-04-01,10:24:35,8,15,8121,1
245,24,2019-04-01,10:24:39,8,15,8032,1
246,56,2019-04-01,10:25:22,8,42,8445,2
247,58,2019-04-01,10:25:45,5,26,5073,2
247,74,2019-04-01,10:25:45,5,26,5073,1
248,29,2019-04-01,10:27:34,8,45,8081,1
248,77,2019-04-01,10:27:34,8,45,8081,1
249,47,2019-04-01,10:27:48,8,15,8458,2
250,47,2019-04-01,10:28:40,5,12,5175,1
251,40,2019-04-01,10:29:07,5,30,5047,1
251,79,2019-04-01,10:29:07,5,30,5047,1
252,35,2019-04-01,10:30:07,5,30,5384,1
252,70,2019-04-01,10:30:07,5,30,5384,1
253,32,2019-04-01,10:31:15,5,30,5291,1
254,43,2019-04-01,10:33:05,5,26,5881,2
255,48,2019-04-01,10:34:17,5,30,5710,2
256,57,2019-04-01,10:34:22,8,42,8489,2
257,41,2019-04-01,10:35:05,8,15,8366,2
258,43,2019-04-01,10:35:38,5,30,5029,2
259,39,2019-04-01,10:35:40,5,26,5930,1
260,60,2019-04-01,10:35:47,8,45,8059,1
261,28,2019-04-01,10:38:12,8,15,8043,1
262,57,2019-04-01,10:38:16,8,45,8448,1
262,69,2019-04-01,10:38:16,8,45,8448,1
263,60,2019-04-01,10:39:40,8,42,8257,2
264,34,2019-04-01,10:39:45,8,15,8446,2
265,26,2019-04-01,10:41:35,5,12,5252,1
265,69,2019-04-01,10:41:35,5,12,5252,1
266,46,2019-04-01,10:41:38,8,15,8314,2
267,59,2019-04-01,10:41:53,5,12,5392,1
268,52,2019-04-01,10:43:07,8,45,8242,2
269,49,2019-04-01,10:43:23,8,45,8150,1
270,36,2019-04-01,10:45:36,8,42,8266,1
271,52,2019-04-01,10:46:20,8,45,8399,1
272,33,2019-04-01,10:47:02,5,26,5694,2
273,36,2019-04-01,10:47:53,5,30,5531,2
274,51,2019-04-01,10:49:13,8,15,8036,2
275,61,2019-04-01,10:49:51,5,30,5394,2
276,47,2019-04-01,10:51:17,5,30,5746,1
277,59,2019-04-01,10:51:23,5,30,5063,2
278,54,2019-04-01,10:51:35,8,15,8001,1
279,60,2019-04-01,10:51:49,8,15,8036,1
279,77,2019-04-01,10:51:49,8,15,8036,1
280,23,2019-04-01,10:52:44,8,42,8488,2
280,73,2019-04-01,10:52:44,8,42,8488,1
281,32,2019-04-01,10:55:08,5,26,5890,1
281,73,2019-04-01,10:55:08,5,26,5890,1
282,38,2019-04-01,10:56:14,5,12,5233,1
282,76,2019-04-01,10:56:14,5,12,5233,1
283,48,2019-04-01,10:59:37,8,45,8003,1
284,22,2019-04-01,11:01:48,3,12,480,1
285,45,2019-04-01,11:01:48,5,26,5794,2
285,72,2019-04-01,11:01:48,5,26,5794,1
286,38,2019-04-01,11:01:58,3,17,580,1
286,75,2019-04-01,11:01:58,3,17,580,1
287,55,2019-04-01,11:02:36,3,12,369,2
288,47,2019-04-01,11:03:25,5,12,5559,2
288,75,2019-04-01,11:03:25,5,12,5559,1
289,26,2019-04-01,11:04:07,3,12,507,1
290,39,2019-04-01,11:04:32,8,15,8406,2
291,31,2019-04-01,11:05:21,3,17,447,2
292,57,2019-04-01,11:06:13,5,12,5546,1
292,71,2019-04-01,11:06:13,5,12,5546,1
293,54,2019-04-01,11:07:09,5,30,5485,1
294,23,2019-04-01,11:07:10,8,45,8325,1
295,59,2019-04-01,11:08:11,3,17,486,1
296,51,2019-04-01,11:08:59,8,15,8113,2
297,59,2019-04-01,11:09:01,3,12,289,1
298,40,2019-04-01,11:10:04,3,17,264,1
299,47,2019-04-01,11:10:21,3,17,172,1
299,79,2019-04-01,11:10:21,3,17,172,1
300,22,2019-04-01,11:10:45,5,26,5644,1
300,70,2019-04-01,11:10:45,5,26,5644,1
301,46,2019-04-01,11:10:58,3,17,335,1
302,43,2019-04-01,11:12:29,3,12,607,1
303,22,2019-04-01,11:12:39,3,17,349,2
304,41,2019-04-01,11:13:00,8,45,8192,1
305,52,2019-04-01,11:14:07,3,12,456,1
306,52,2019-04-01,11:14:45,3,17,212,2
307,42,2019-04-01,11:15:02,3,17,393,1
307,78,2019-04-01,11:15:02,3,17,393,1
308,54,2019-04-01,11:15:17,3,17,736,2
309,54,2019-04-01,11:15:33,3,17,318,1
310,52,2019-04-01,11:15:38,3,12,22,1
311,45,2019-04-01,11:16:02,3,12,244,2
312,87,2019-04-01,11:16:30,5,30,5618,1
313,41,2019-04-01,11:16:36,8,42,8146,2
314,47,2019-04-01,11:16:40,8,15,8227,2
315,25,2019-04-01,11:16:43,8,42,8424,2
316,51,2019-04-01,11:17:40,3,17,776,2
317,60,2019-04-01,11:19:33,8,45,8011,1
317,73,2019-04-01,11:19:33,8,45,8011,1
318,54,2019-04-01,11:21:00,8,45,8298,2
319,51,2019-04-01,11:21:04,5,26,5480,2
320,47,2019-04-01,11:21:05,5,12,5515,1
321,40,2019-04-01,11:21:10,8,45,8061,1
322,60,2019-04-01,11:21:14,3,12,38,1
323,40,2019-04-01,11:21:47,8,15,8410,2
324,38,2019-04-01,11:22:50,8,42,8130,2
325,31,2019-04-01,11:23:01,8,15,8381,1
326,59,2019-04-01,11:23:13,8,45,8190,2
326,76,2019-04-01,11:23:13,8,45,8190,1
327,38,2019-04-01,11:23:23,5,12,5230,2
328,60,2019-04-01,11:23:43,5,12,5055,2
328,77,2019-04-01,11:23:43,5,12,5055,1
329,38,2019-04-01,11:24:22,8,42,8074,2
330,49,2019-04-01,11:25:35,3,17,188,2
331,40,2019-04-01,11:25:37,5,26,5822,2
332,49,2019-04-01,11:26:24,3,17,600,2
333,33,2019-04-01,11:26:42,5,30,5221,1
334,49,2019-04-01,11:27:00,3,17,344,1
335,31,2019-04-01,11:27:06,3,12,189,2
336,44,2019-04-01,11:28:15,8,42,8359,2
337,22,2019-04-01,11:28:20,3,12,402,1
338,33,2019-04-01,11:28:29,3,17,248,2
339,32,2019-04-01,11:28:50,3,12,53,2
340,56,2019-04-01,11:29:25,5,12,5403,2
341,42,2019-04-01,11:29:26,8,15,8139,2
342,57,2019-04-01,11:29:45,8,45,8267,2
343,35,2019-04-01,11:29:57,8,42,8267,2
343,78,2019-04-01,11:29:57,8,42,8267,1
344,30,2019-04-01,11:30:18,3,12,190,2
345,23,2019-04-01,11:30:22,8,42,8398,1
346,24,2019-04-01,11:30:49,3,12,526,2
347,32,2019-04-01,11:30:55,5,26,5510,1
348,24,2019-04-01,11:31:35,8,45,8446,1
349,51,2019-04-01,11:31:43,5,30,5789,2
349,72,2019-04-01,11:31:43,5,30,5789,1
350,54,2019-04-01,11:31:53,5,12,5582,2
350,75,2019-04-01,11:31:53,5,12,5582,1
351,31,2019-04-01,11:32:46,3,12,565,2
352,45,2019-04-01,11:33:08,8,15,8024,2
353,50,2019-04-01,11:33:27,8,45,8382,1
354,45,2019-04-01,11:33:29,3,12,146,1
354,74,2019-04-01,11:33:29,3,12,146,1
355,57,2019-04-01,11:33:57,8,15,8131,2
355,74,2019-04-01,11:33:57,8,15,8131,1
356,30,2019-04-01,11:34:36,8,42,8030,2
357,31,2019-04-01,11:35:14,8,15,8144,1
358,52,2019-04-01,11:35:18,3,12,111,2
359,40,2019-04-01,11:36:00,3,17,571,2
360,55,2019-04-01,11:36:56,3,17,654,1
361,61,2019-04-01,11:38:57,8,45,8073,2
362,60,2019-04-01,11:39:14,5,26,5226,1
362,71,2019-04-01,11:39:14,5,26,5226,1
363,33,2019-04-01,11:39:24,8,42,8289,2
364,42,2019-04-01,11:39:28,8,42,8347,2
365,56,2019-04-01,11:39:30,8,45,8029,1
366,27,2019-04-01,11:39:44,5,12,5266,2
366,74,2019-04-01,11:39:44,5,12,5266,1
367,55,2019-04-01,11:40:02,8,42,8473,1
368,32,2019-04-01,11:40:10,3,12,441,1
369,61,2019-04-01,11:40:20,3,12,534,1
370,47,2019-04-01,11:40:20,3,17,595,1
371,52,2019-04-01,11:40:26,3,12,7,2
372,32,2019-04-01,11:41:11,8,42,8386,1
373,57,2019-04-01,11:41:19,3,17,794,1
374,40,2019-04-01,11:41:37,3,12,42,2
375,57,2019-04-01,11:41:46,3,17,686,2
376,46,2019-04-01,11:42:44,5,30,5716,1
377,25,2019-04-01,11:43:57,3,17,694,2
378,38,2019-04-01,11:44:09,5,12,5343,1
379,58,2019-04-01,11:44:29,3,17,688,2
380,56,2019-04-01,11:44:31,3,12,773,1
381,33,2019-04-01,11:45:06,8,45,8189,2
382,51,2019-04-01,11:45:11,3,12,284,2
383,39,2019-04-01,11:45:43,5,30,5545,1
384,51,2019-04-01,11:45:44,5,26,5154,2
385,27,2019-04-01,11:45:54,8,42,8307,2
386,47,2019-04-01,11:46:35,8,15,8303,2
387,30,2019-04-01,11:47:13,3,12,639,1
388,48,2019-04-01,11:47:45,8,45,8304,2
389,23,2019-04-01,11:47:57,3,17,199,1
389,69,2019-04-01,11:47:57,3,17,199,1
390,35,2019-04-01,11:48:09,5,26,5193,2
390,79,2019-04-01,11:48:09,5,26,5193,1
391,50,2019-04-01,11:48:56,8,15,8480,2
392,38,2019-04-01,11:49:29,3,17,189,2
393,54,2019-04-01,11:49:37,3,12,186,1
394,54,2019-04-01,11:49:42,8,15,8219,1
394,72,2019-04-01,11:49:42,8,15,8219,1
395,26,2019-04-01,11:50:16,3,12,549,2
396,36,2019-04-01,11:50:23,3,17,222,2
397,45,2019-04-01,11:50:58,5,12,5614,2
398,33,2019-04-01,11:51:30,8,42,8140,2
399,48,2019-04-01,11:51:41,5,30,5597,2
400,58,2019-04-01,11:52:08,3,12,189,1
401,57,2019-04-01,11:52:31,5,26,5131,1
402,53,2019-04-01,11:53:13,5,12,5142,2
403,37,2019-04-01,11:53:45,8,15,8333,2
403,69,2019-04-01,11:53:45,8,15,8333,1
404,58,2019-04-01,11:53:59,8,42,8383,2
405,34,2019-04-01,11:54:30,5,30,5926,1
406,23,2019-04-01,11:54:38,5,30,5096,1
407,49,2019-04-01,11:54:39,5,26,5035,1
408,56,2019-04-01,11:54:56,3,12,783,2
409,59,2019-04-01,11:55:07,5,30,5712,2
410,39,2019-04-01,11:55:20,8,15,8319,2
411,52,2019-04-01,11:56:07,5,12,5705,2
412,51,2019-04-01,11:57:05,8,15,8209,2
413,37,2019-04-01,11:57:17,3,12,693,2
414,58,2019-04-01,11:57:17,5,30,5079,1
415,52,2019-04-01,11:57:28,5,26,5876,2
416,50,2019-04-01,11:57:59,3,17,257,1
416,79,2019-04-01,11:57:59,3,17,257,1
417,60,2019-04-01,11:58:15,3,17,599,2
418,52,2019-04-01,11:59:48,3,17,391,2
419,29,2019-04-01,12:00:20,5,12,5469,1
420,34,2019-04-01,12:00:34,8,15,8202,2
420,73,2019-04-01,12:00:34,8,15,8202,1
421,49,2019-04-01,12:01:00,3,12,180,2
422,35,2019-04-01,12:01:20,3,12,8,2
422,75,2019-04-01,12:01:20,3,12,8,1
423,26,2019-04-01,12:01:39,8,15,8221,2
424,30,2019-04-01,12:01:55,5,26,5402,2
425,36,2019-04-01,12:03:09,8,42,8365,1
426,47,2019-04-01,12:03:38,8,42,8367,1
427,44,2019-04-01,12:03:43,3,17,477,1
428,43,2019-04-01,12:04:07,8,45,8361,2
429,29,2019-04-01,12:04:14,5,12,5325,2
429,70,2019-04-01,12:04:14,5,12,5325,1
430,27,2019-04-01,12:04:22,8,15,8042,2
431,47,2019-04-01,12:04:37,3,17,563,2
432,52,2019-04-01,12:04:43,3,12,558,1
433,48,2019-04-01,12:05:26,3,12,331,2
434,52,2019-04-01,12:05:31,3,12,659,2
435,46,2019-04-01,12:06:29,5,30,5904,1
436,39,2019-04-01,12:07:15,5,26,5737,2
437,24,2019-04-01,12:07:42,8,42,8147,1
438,58,2019-04-01,12:07:59,3,12,161,1
439,27,2019-04-01,12:08:11,8,45,8406,1
440,43,2019-04-01,12:08:21,5,30,5103,1
441,52,2019-04-01,12:08:36,3,12,774,1
441,69,2019-04-01,12:08:36,3,12,774,1
442,35,2019-04-01,12:08:36,8,42,8245,1
443,87,2019-04-01,12:09:04,8,15,8042,1
444,28,2019-04-01,12:09:11,3,17,521,2
445,50,2019-04-01,12:09:12,8,15,8466,2
446,26,2019-04-01,12:09:46,3,17,299,2
447,49,2019-04-01,12:09:48,8,45,8404,2
448,33,2019-04-01,12:10:38,5,12,5786,2
449,25,2019-04-01,12:11:04,8,42,8343,2
450,27,2019-04-01,12:11:41,5,26,5685,1
450,69,2019-04-01,12:11:41,5,26,5685,1
451,34,2019-04-01,12:12:21,3,17,662,2
451,71,2019-04-01,12:12:21,3,17,662,1
452,42,2019-04-01,12:13:07,3,12,328,1
453,38,2019-04-01,12:13:07,5,30,5940,2
454,59,2019-04-01,12:13:41,8,45,8194,1
455,36,2019-04-01,12:13:42,8,45,8019,1
456,35,2019-04-01,12:14:26,8,42,8429,2
457,50,2019-04-01,12:15:02,3,12,659,2
458,33,2019-04-01,12:16:19,5,30,5354,2
459,24,2019-04-01,12:16:59,8,42,8263,1
460,50,2019-04-01,12:17:38,8,45,8449,2
461,25,2019-04-01,12:18:07,5,26,5324,2
462,38,2019-04-01,12:18:27,3,17,706,1
463,49,2019-04-01,12:18:44,3,12,692,2
464,61,2019-04-01,12:19:10,8,15,8279,2
465,54,2019-04-01,12:20:08,3,17,783,2
466,60,2019-04-01,12:20:16,3,17,384,2
467,25,2019-04-01,12:20:37,3,12,52,1
